상품별 수익률 수수료율(납입원금 대비),,,,,,,,,,,,,,,,,,,,,,,,,,
[조회조건],,,,,,,,,,,,,,,,,,,,,,,,,,
권역: ,자산운용[펀드],금융회사: ,,판매여부: ,전체,원금보장: ,전체,수수료구조: ,전체,중도인출: ,전체,연금수령기간: ,전체,작성기준일: ,'25년 3분기,과거비교: ,2024,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
총 2003건,"(단위: 백만원 , %)",,,,,,,,,,,,,,,,,,,,,,,,,
상품명,금융회사,상품유형,최초판매일,판매여부,중도해지,'25년 3분기,,,,'24년,,,,장기 수익률(연평균),,,,장기 수수료율(연평균),,,,,,,,
,,,,,,납입원금,적립금,수익률,수정기준가 수익률,납입원금,적립금,수익률,수정기준가 수익률,3년,5년,7년,10년,3년,5년,7년,10년,,,,,
한국밸류10년투자연금증권전환형자투자신탁 1(채권) C,한국투자밸류자산운용,채권형,2011/07/19,판매,가능,"32,310","44,348",4.07,3.16,"35,773","46,849",5.86,4.79,3.53,2.32,2.28,1.99,0.65,0.63,0.62,0.60,,,,,
미래에셋솔로몬중장기국공채증권자투자신탁 1(채권)종류C-P,미래에셋자산운용,채권형,2019/01/02,판매,가능,"42,067","44,320",4.83,3.25,"32,952","34,568",6.76,4.22,5.10,2.82,,,0.48,0.50,,,,,,,
삼성한국형TDF2020증권투자신탁H[채권혼합-재간접형]_C-P,삼성자산운용,재간접,2016/04/21,판매,가능,"33,320","43,856",9.58,7.96,"36,225","43,003",6.34,5.73,-1.69,1.22,1.69,,1.13,1.06,0.98,,,,,,
KCGI차이나증권투자신탁[주식]종류C-Pe,케이씨지아이자산운용,주식형,2016/12/23,판매,가능,"33,901","43,640",42.25,52.97,"36,125","34,550",18.55,26.60,-17.60,-1.74,-2.14,,1.20,1.33,1.34,,,,,,
한국투자골드플랜연금증권전환형자투자신탁 1(채권)(C),한국투자신탁운용,채권형,2001/01/31,판매,가능,"29,384","42,914",4.69,3.39,"32,443","44,879",5.52,4.21,2.72,1.51,2.20,2.01,0.69,0.68,0.67,0.65,,,,,
신영밸류고배당증권자투자신탁(주식)C-Pe형,신영자산운용,주식형,2016/08/31,판매,가능,"29,727","41,956",28.35,26.80,"22,186","25,007",-3.01,-1.70,-1.40,4.19,0.73,,1.00,0.97,0.93,,,,,,
미래에셋라이프사이클7090연금증권전환형자투자신탁 1(채권)종류C,미래에셋자산운용,채권형,2005/10/28,판매,가능,"40,492","41,673",3.90,4.14,"41,974","44,182",5.13,5.30,2.51,1.38,1.98,-23.24,0.54,0.55,0.55,0.41,,,,,
마이다스월드인베스트EMP연금증권자투자신탁(주식-재간접형)C1,마이다스에셋자산운용,재간접,2007/12/20,판매,가능,"18,882","41,657",37.06,22.73,"21,297","40,643",32.57,21.92,5.18,11.97,6.31,5.25,2.18,2.01,1.82,1.70,,,,,
삼성클래식연금증권전환형자투자신탁 1[주식]_C,삼성자산운용,주식형,2008/12/30,판매,가능,"19,884","41,463",52.81,38.23,"21,705","29,802",-6.21,-2.99,-15.96,-3.17,-4.67,-1.31,2.01,2.00,1.88,1.77,,,,,
한화연금저축글로벌헬스케어증권자투자신탁(주식)종류C,한화자산운용,주식형,2013/05/22,판매,가능,"22,713","41,241",-24.81,-11.99,"27,498","46,828",-8.52,-3.51,-8.13,2.78,2.94,1.76,2.65,2.48,2.25,2.04,,,,,
삼성클래식차이나본토연금증권자투자신탁H[주식]_C,삼성자산운용,주식형,2013/04/26,판매,가능,"31,058","40,766",30.17,31.35,"35,391","37,909",18.79,23.00,-12.31,-6.23,-6.47,-5.99,1.72,1.89,1.83,1.76,,,,,
하나인Best연금증권자투자신탁 1[채권],하나자산운용,채권형,2001/02/01,판매,가능,"20,517","39,926",5.24,3.14,"22,583","41,128",8.09,4.80,3.34,1.37,1.94,1.60,1.33,1.28,1.24,1.22,,,,,
미래에셋개인전용MMF 1(국공채)종류C-Pe,미래에셋자산운용,단기금융,2017/08/21,판매,가능,"39,148","39,581",2.99,2.72,"36,216","37,056",3.57,3.34,2.97,2.04,1.94,,0.30,0.29,0.29,,,,,,
삼성한국형TDF2035증권투자신탁H[주식혼합-재간접형]_C-P,삼성자산운용,재간접,2016/04/21,판매,가능,"25,935","39,052",14.65,11.13,"26,862","35,523",10.35,8.71,-2.39,2.67,2.67,,1.56,1.46,1.42,,,,,,
한국투자TDF알아서2030증권투자신탁(주식혼합-재간접형)C-P,한국투자신탁운용,재간접,2017/03/07,판매,가능,"27,793","38,169",9.45,7.57,"29,220","36,852",10.48,9.18,-0.46,3.63,3.06,,0.84,0.85,0.89,,,,,,
미래에셋전략배분TDF솔루션혼합자산자투자신탁종류C-Pe,미래에셋자산운용,혼합자산,2018/07/05,판매,가능,"28,709","37,526",9.59,8.67,"29,049","35,765",8.31,9.65,0.49,5.36,6.16,,0.72,0.72,0.63,,,,,,
키움더드림단기채증권투자신탁[채권]C-Pe,키움투자자산운용,채권형,2017/12/15,판매,가능,"34,401","37,441",3.89,3.72,"32,260","35,626",4.78,4.60,5.02,3.47,3.48,,0.19,0.19,0.19,,,,,,
삼성클래식중국본토중소형FOCUS연금증권자투자신탁H[주식]_C,삼성자산운용,주식형,2015/03/02,판매,가능,"43,813","37,017",33.40,66.54,"47,778","28,616",6.95,14.27,-11.28,-2.47,-3.81,,1.12,1.26,1.24,,,,,,
한국투자글로벌전기차&자율주행증권투자신탁(주식)(C-P),한국투자신탁운용,주식형,2017/11/01,판매,가능,"35,181","36,891",18.25,21.51,"40,461","38,170",1.70,3.19,-12.94,2.83,-2.86,,1.61,1.64,1.56,,,,,,
흥국멀티크레딧증권자투자신탁[채권]C-p,흥국자산운용,채권형,2013/11/28,판매,가능,"26,434","36,883",4.84,3.67,"29,829","39,235",6.02,4.82,4.56,3.29,3.24,2.85,0.39,0.38,0.37,0.36,,,,,
흥국플래티넘개인용MMF 1 C-p,흥국자산운용,단기금융,2014/12/12,판매,가능,"28,171","36,744",3.55,2.81,"30,557","38,387",4.21,3.48,3.54,2.42,2.19,1.94,0.27,0.27,0.26,0.25,,,,,
한국투자웰링턴글로벌퀄리티증권자투자신탁H(주식)(C-P),한국투자신탁운용,주식형,2016/05/20,판매,가능,"18,653","36,663",24.31,15.38,"21,203","35,835",30.49,22.80,0.26,7.51,8.21,,2.09,2.05,1.94,,,,,,
삼성누버거버먼차이나증권자투자신탁H[주식-재간접형]C-P,삼성자산운용,재간접,2014/10/24,판매,가능,"17,022","36,520",44.86,30.58,"20,860","30,191",15.77,16.92,-28.39,-17.68,-14.58,-7.96,1.27,1.39,1.31,1.17,,,,,
삼성한국형TDF2050증권투자신탁UH[주식혼합-재간접형]C-Pe,삼성자산운용,재간접,2019/02/11,판매,가능,"27,201","35,062",23.81,21.99,"17,271","22,019",26.12,25.44,7.87,9.93,,,1.24,1.13,,,,,,,
미래에셋고배당포커스연금저축증권전환형자투자신탁 1(주식)종류C,미래에셋자산운용,주식형,2013/08/19,판매,가능,"33,209","34,858",24.67,27.64,"31,474","28,239",-5.33,-5.15,-5.16,3.65,2.14,5.53,1.41,1.56,1.55,1.54,,,,,
미래에셋전략배분TDF2040혼합자산자투자신탁 종류C-P,미래에셋자산운용,혼합자산,2017/03/21,판매,가능,"17,871","34,857",24.38,14.48,"17,680","31,302",26.84,16.77,4.47,13.71,14.02,,1.57,1.55,1.47,,,,,,
삼성당신을위한신연금코리아인덱스증권전환형자투자신탁 1[주식-파생형],삼성자산운용,파생상품,2008/11/18,판매,가능,"12,333","34,408",66.46,39.50,"14,386","24,372",-25.71,-10.03,-25.77,-9.89,-9.41,-3.50,1.19,1.17,1.07,0.97,,,,,
한국투자TDF알아서2045증권투자신탁(주식혼합-재간접형)C-P,한국투자신탁운용,재간접,2017/03/02,판매,가능,"23,743","34,373",11.79,9.19,"24,577","32,120",13.06,11.43,-0.85,4.14,3.56,,1.44,1.46,1.41,,,,,,
우리파워연금액티브증권전환형투자신탁 1(주식)ClassC,우리자산운용,주식형,2006/12/12,판매,가능,"15,195","33,352",50.11,33.60,"16,451","24,045",-14.28,-7.23,-32.09,-12.44,-11.56,-6.60,2.26,2.19,2.02,1.88,,,,,
삼성한국형TDF2025증권투자신탁H[채권혼합-재간접형]_C-P,삼성자산운용,재간접,2016/04/21,판매,가능,"24,250","33,127",9.97,7.99,"26,838","32,887",7.15,6.35,-1.93,1.51,1.93,,1.17,1.09,1.00,,,,,,
교보악사파워인덱스증권투자신탁 1(주식-파생형)ClassC-P2,교보악사자산운용,파생상품,2013/04/16,판매,가능,"13,243","32,994",64.73,40.73,"15,492","23,477",-18.50,-8.94,-17.79,-3.80,-4.27,0.55,1.00,1.02,0.94,0.88,,,,,
한국밸류10년투자배당증권투자신탁(채권혼합)종류C-P,한국투자밸류자산운용,혼합채권형,2014/12/24,판매,가능,"23,142","32,505",15.41,12.54,"25,991","31,482",0.78,0.98,-1.22,0.64,0.73,1.55,1.42,1.42,1.38,1.32,,,,,
하나신종MMF(S-26)ClassC-PE,하나자산운용,단기금융,2017/08/16,판매,가능,"30,033","32,305",2.96,2.85,"24,726","26,420",3.50,3.42,3.02,2.08,1.91,,0.23,0.22,0.22,,,,,,
에셋플러스코리아리치투게더연금증권자투자신탁 1[주식] 종류Ce,에셋플러스자산운용,주식형,2013/10/23,판매,가능,"23,791","32,030",50.63,63.29,"14,047","12,176",-15.04,-12.90,-17.34,-1.09,-3.54,-1.87,1.01,1.05,1.02,1.00,,,,,
유리필라델피아반도체인덱스증권자투자신탁H[주식]ClassC-P2e,유리자산운용,주식형,2020/02/25,판매,가능,"17,063","31,938",23.43,17.18,"22,805","31,934",14.93,14.93,-2.59,,,,1.00,,,,,,,,
AB미국그로스UH증권투자신탁(주식-재간접형)종류Ce-P,얼라이언스번스틴자산운용,재간접,2020/07/30,판매,가능,"19,783","31,722",29.49,24.55,"20,205","30,324",44.15,42.27,10.42,,,,0.62,,,,,,,,
미래에셋글로벌그레이트컨슈머연금증권전환형자투자신탁 1(주식)종류C-e,미래에셋자산운용,주식형,2014/08/06,판매,가능,"29,334","31,629",13.06,14.93,"34,481","33,896",17.66,19.21,-4.60,4.08,5.51,6.85,1.01,1.13,1.18,1.20,,,,,
한국투자연금베트남그로스증권자투자신탁(주식)(C),한국투자신탁운용,주식형,2016/07/25,판매,가능,"15,094","31,118",15.01,11.12,"18,842","31,252",17.10,13.59,-13.78,-2.73,-4.36,,2.41,2.20,2.05,,,,,,
카디안개인신종MMF 1[국공채]클래스C-P2(연금저축),카디안자산운용,단기금융,2013/10/18,판매,가능,"26,888","30,162",2.81,2.60,"27,326","30,063",3.18,3.14,2.69,1.78,1.48,1.12,0.40,0.39,0.39,0.38,,,,,
미래에셋하나1Q연금증권자투자신탁 1(주식혼합-재간접형)종류C,미래에셋자산운용,재간접,2016/03/21,판매,가능,"26,630","30,152",17.53,18.95,"25,367","28,586",17.89,18.81,5.39,6.38,4.65,,1.24,1.28,1.28,,,,,,
NH-Amundi필승코리아증권투자신탁[주식]ClassC-P1e(연금저축),엔에이치아문디자산운용,주식형,2019/08/14,판매,가능,"14,260","30,079",64.69,49.90,"13,922","18,460",-27.83,-14.00,-17.98,-0.24,,,0.93,0.91,,,,,,,
삼성한국형TDF2045증권투자신탁H[주식혼합-재간접형]C-Pe,삼성자산운용,재간접,2017/07/27,판매,가능,"22,126","29,905",14.01,12.02,"21,724","25,971",10.29,9.54,-1.64,3.45,3.22,,1.23,1.15,1.05,,,,,,
삼성당신을위한신연금ACTIVE증권전환형자투자신탁 1[주식],삼성자산운용,주식형,2008/11/25,판매,가능,"12,959","29,494",56.43,37.93,"14,208","21,150",-7.55,-2.65,-17.73,-4.16,-5.15,-1.70,2.01,1.98,1.83,1.70,,,,,
KCGI글로벌헬스케어증권투자신탁[주식]종류C-Pe,케이씨지아이자산운용,주식형,2016/01/04,판매,가능,"25,642","29,435",-3.29,-2.04,"26,766","31,827",9.88,9.50,-0.74,4.79,5.13,,1.42,1.40,1.36,,,,,,
다올글로벌빅테크1등주증권투자신탁[주식]종류C-P,다올자산운용,주식형,2017/05/18,판매,가능,"8,809","29,372",53.63,25.54,"9,958","27,358",72.07,43.80,-9.67,4.16,3.64,,2.74,2.62,2.35,,,,,,
미래에셋코어테크증권자투자신탁(주식)종류C-Pe,미래에셋자산운용,주식형,2019/10/23,판매,가능,"14,523","29,248",36.76,38.76,"16,998","21,884",-69.96,-26.71,-50.05,-17.14,,,1.85,1.77,,,,,,,
NH-Amundi국채10년인덱스증권자투자신탁[채권]Class C-P1e(연금저축),엔에이치아문디자산운용,채권형,2017/10/18,판매,가능,"25,566","29,113",2.76,2.75,"31,239","34,001",3.97,3.95,-0.14,-0.61,0.58,,0.25,0.26,0.25,,,,,,
KB연금국내채권증권전환형자투자신탁(채권) C,케이비자산운용,채권형,2010/07/09,판매,가능,"25,930","28,777",3.89,3.68,"28,546","30,663",5.70,5.65,1.63,0.91,1.14,0.63,0.56,0.57,0.58,0.59,,,,,
NH-Amundi대한민국업종대표주연금증권전환형자투자신탁[주식]C-P1,엔에이치아문디자산운용,주식형,2010/10/04,판매,가능,"12,103","28,659",59.85,39.54,"13,547","20,118",-8.81,-3.64,-16.45,-3.68,-5.43,-1.27,2.22,2.21,2.05,1.90,,,,,
에셋플러스글로벌리치투게더연금증권자투자신탁 1[주식] 종류S-P,에셋플러스자산운용,주식형,2014/04/28,판매,가능,"9,396","28,643",51.10,24.25,"10,396","25,743",49.16,28.31,0.93,12.28,11.19,9.35,1.60,1.57,1.46,1.31,,,,,
삼성클래식연금증권전환형투자신탁 1[채권]_C,삼성자산운용,채권형,2001/02/07,판매,가능,"22,418","28,476",-0.03,2.17,"23,518","29,728",1.48,3.07,1.37,0.56,0.96,1.00,1.15,1.13,1.12,1.10,,,,,
삼성글로벌ChatAI증권자투자신탁UH[주식]_C-Pe,삼성자산운용,주식형,2023/06/01,판매,가능,"23,172","28,366",37.09,54.11,"17,223","20,256",50.28,91.63,,,,,,,,,,,,,
교보악사Tomorrow장기우량증권투자신탁K- 1(채권)ClassC-P2e,교보악사자산운용,채권형,2017/11/20,판매,가능,"26,283","28,264",3.49,3.65,"22,733","24,038",5.11,5.51,2.20,1.57,1.94,,0.24,0.24,0.22,,,,,,
다올글로벌빅테크1등주증권투자신탁[주식]종류C-Pe,다올자산운용,주식형,2017/08/17,판매,가능,"12,227","27,644",41.38,26.09,"11,822","24,174",58.70,44.42,-2.60,8.47,6.81,,1.63,1.61,1.50,,,,,,
KCGI코리아스몰캡증권투자신탁[주식]종류C-Pe,케이씨지아이자산운용,주식형,2017/08/28,판매,가능,"15,200","27,593",57.70,50.52,"15,821","18,292",-8.64,-4.63,-9.23,3.43,0.63,,1.25,1.26,1.20,,,,,,
Plus신종개인용MMF2종류C-p1(연금저축),플러스자산운용,단기금융,2015/11/23,판매,가능,"22,260","27,437",3.15,2.83,"26,141","30,742",3.70,3.50,3.37,2.40,2.17,,0.36,0.35,0.34,,,,,,
미래에셋글로벌다이나믹연금증권전환형자투자신탁 1(채권)종류C-e,미래에셋자산운용,채권형,2014/08/05,판매,가능,"27,116","27,366",2.79,3.31,"26,074","25,332",1.91,2.75,-0.67,-0.04,1.50,2.56,0.52,0.53,0.54,0.54,,,,,
한국투자TDF알아서2040증권투자신탁(주식혼합-재간접형)C-P,한국투자신탁운용,재간접,2017/03/10,판매,가능,"17,513","26,126",11.69,8.88,"18,715","25,052",12.64,10.70,-1.01,4.01,3.45,,1.48,1.49,1.43,,,,,,
한국투자글로벌AI&반도체TOP10증권자투자신탁UH(주식)(C-Pe),한국투자신탁운용,주식형,2023/04/26,판매,가능,"19,055","25,976",43.99,50.73,"11,521","13,749",41.84,57.27,,,,,,,,,,,,,
미래에셋전략배분TDF2050혼합자산자투자신탁종류C-Pe,미래에셋자산운용,혼합자산,2020/07/20,판매,가능,"16,380","25,897",33.88,15.71,"12,782","18,237",26.96,18.10,7.49,17.24,,,1.05,0.90,,,,,,,
슈로더유로연금증권자투자신탁(주식-재간접형)종류C,슈로더투자신탁운용,재간접,2014/04/28,판매,가능,"8,691","25,533",34.96,16.81,"10,700","23,678",19.83,11.48,-2.69,2.09,1.23,3.48,2.90,2.67,2.45,2.20,,,,,
미래에셋연금글로벌그로스증권자투자신탁 1(주식)종류C,미래에셋자산운용,주식형,2014/12/19,판매,가능,"23,831","25,358",16.47,18.12,"22,942","25,232",28.91,34.76,-2.99,6.37,5.36,8.75,1.43,1.61,1.66,1.68,,,,,
iM에셋공모주플러스증권투자신탁 1(채권혼합)C-P2,아이엠에셋자산운용,혼합채권형,2015/06/02,판매,가능,"15,785","25,217",4.79,3.33,"19,102","27,803",4.21,3.95,5.25,5.09,4.24,,1.27,1.20,1.16,,,,,,
우리단기채권증권투자신탁(채권)ClassC-P1e,우리자산운용,채권형,2017/10/20,판매,가능,"14,556","24,918",5.59,3.55,"12,743","22,466",24.30,4.31,,,,,,,,,,,,,
피델리티연금아시아증권전환형자투자신탁(주식)종류C,피델리티자산운용,주식형,2012/06/04,판매,가능,"12,056","24,787",21.48,12.69,"18,355","27,464",10.67,7.71,-6.74,2.21,3.54,8.17,2.49,2.48,2.30,2.14,,,,,
한국투자TDF알아서증권투자신탁(채권혼합-재간접형)C-P,한국투자신탁운용,재간접,2017/03/08,판매,가능,"19,761","24,690",7.68,6.66,"21,863","25,227",7.40,6.90,-0.70,2.20,2.10,,0.79,0.80,0.79,,,,,,
KCGI프리덤TDF2030증권자투자신탁[주식혼합-재간접형]종류C-Pe,케이씨지아이자산운용,재간접,2020/10/23,판매,가능,"11,578","24,638",26.74,14.42,"10,564","22,355",29.97,17.24,4.14,,,,0.96,,,,,,,,
한국투자연금글로벌브랜드파워증권자투자신탁(주식)(C),한국투자신탁운용,주식형,2015/12/15,판매,가능,"13,294","24,412",27.21,18.69,"13,735","22,193",28.17,21.82,3.07,6.59,5.49,,2.10,2.05,1.94,,,,,,
NH-Amundi대한민국고배당주연금증권전환형자투자신탁[주식]C-P1,엔에이치아문디자산운용,주식형,2010/10/04,판매,가능,"8,760","24,119",67.33,38.16,"9,820","17,106",-7.52,-1.34,-11.90,-0.23,-2.52,1.54,2.55,2.44,2.22,2.06,,,,,
삼성글로벌ChatAI증권자투자신탁H[주식]C-Pe,삼성자산운용,주식형,2023/05/15,판매,가능,"19,200","24,118",31.12,41.58,"14,469","16,948",45.60,69.22,,,,,,,,,,,,,
한화개인MMF 1 종류 C-P(연금저축),한화자산운용,단기금융,2014/02/20,판매,가능,"20,745","24,043",3.16,2.79,"21,306","24,141",3.73,3.40,3.09,2.12,1.94,1.75,0.30,0.30,0.30,0.29,,,,,
AB글로벌고수익증권투자신탁(채권-재간접형)종류형Ce-P,얼라이언스번스틴자산운용,재간접,2017/08/02,판매,가능,"20,752","24,024",5.59,5.15,"23,904","26,085",6.36,6.26,0.32,-0.37,0.43,,0.47,0.47,0.47,,,,,,
KB밸류포커스30증권자투자신탁(채권혼합)C-P클래스,케이비자산운용,혼합채권형,2013/08/21,판매,가능,"18,636","23,986",16.86,15.38,"20,308","22,137",2.74,2.75,-3.47,-0.08,0.31,0.28,1.33,1.34,1.32,1.29,,,,,
미래에셋차이나업종대표연금증권전환형자투자신탁 1(주식)종류C,미래에셋자산운용,주식형,2010/07/26,판매,가능,"30,776","23,982",26.55,36.75,"34,676","19,185",12.69,13.69,-6.40,3.97,2.11,15.30,1.02,1.43,1.51,2.45,,,,,
KCGI글로벌고배당증권자투자신탁[주식-재간접형]종류C-Pe,케이씨지아이자산운용,재간접,2020/10/14,판매,가능,"18,533","23,510",15.14,14.20,"16,701","21,480",23.04,24.86,8.67,,,,0.54,,,,,,,,
KCGI코리아연금증권전환형자투자신탁 1[주식]종류C-1,케이씨지아이자산운용,주식형,2009/11/02,판매,가능,"11,294","23,208",66.41,53.61,"12,548","16,100",10.37,10.19,-3.95,4.04,1.49,1.02,1.72,1.67,1.55,1.50,,,,,
KCGI시니어증권자투자신탁[채권혼합-재간접형]종류C-Pe,케이씨지아이자산운용,재간접,2018/03/29,판매,가능,"24,252","22,703",-3.94,-3.93,"25,820","24,654",-2.37,-2.22,-4.87,-1.14,,,0.71,0.72,,,,,,,
IBK플레인바닐라EMP증권투자신탁[혼합-재간접형]종류C-Pe,아이비케이자산운용,재간접,2019/01/17,판매,가능,"17,836","22,575",8.53,7.91,"22,793","25,543",8.80,8.61,-2.77,1.94,,,0.90,0.93,,,,,,,
미래에셋ETF로자산배분TDF2030증권자투자신탁(채권혼합-재간접형)종류C-P,미래에셋자산운용,재간접,2017/04/20,판매,가능,"15,669","21,985",6.72,7.70,"16,872","21,845",7.06,8.18,-1.04,3.76,3.77,,0.94,0.94,0.92,,,,,,
KCGI프리덤TDF2035증권자투자신탁[주식혼합-재간접형]종류C-Pe,케이씨지아이자산운용,재간접,2020/10/23,판매,가능,"11,326","21,680",29.66,18.03,"9,779","18,577",27.97,17.94,3.06,,,,0.94,,,,,,,,
KB글로벌AI메타버스테크증권자투자신탁(주식)(UH)C-Pe,케이비자산운용,주식형,2021/06/14,판매,가능,"12,483","21,637",45.80,41.98,"14,106","20,856",46.42,49.75,2.90,,,,1.23,,,,,,,,
마이다스책임투자증권투자신탁(주식)C-P1,마이다스에셋자산운용,주식형,2016/01/19,판매,가능,"14,338","21,290",35.88,34.55,"8,154","9,343",-10.86,-7.51,-12.83,1.59,0.20,,1.78,1.82,1.72,,,,,,
한국투자웰링턴글로벌퀄리티증권자투자신탁H(주식)(C-Pe),한국투자신탁운용,주식형,2016/05/27,판매,가능,"14,922","21,276",19.07,15.71,"12,511","16,871",25.59,23.16,1.49,7.37,8.62,,1.42,1.42,1.41,,,,,,
한국투자TDF알아서2035증권투자신탁(주식혼합-재간접형)C-P,한국투자신탁운용,재간접,2017/03/08,판매,가능,"14,471","21,067",10.97,8.40,"14,915","19,817",11.95,10.16,-0.69,4.01,3.29,,1.13,1.15,1.19,,,,,,
유진챔피언중단기채증권자투자신탁(채권)ClassC-P,유진자산운용,채권형,2018/08/22,판매,가능,"17,302","20,930",4.18,3.81,"18,723","21,754",5.07,4.93,3.96,2.79,,,0.38,0.37,,,,,,,
에셋플러스차이나리치투게더연금증권자투자신탁 1[주식] 종류Ce,에셋플러스자산운용,주식형,2013/11/06,판매,가능,"14,304","20,787",37.41,36.38,"13,169","14,840",22.10,27.51,-8.82,-4.61,-4.11,-3.67,1.20,1.41,1.37,1.28,,,,,
KB연금인덱스증권전환형자투자신탁(주식) C,케이비자산운용,주식형,2012/05/29,판매,가능,"8,658","20,729",62.32,40.37,"10,234","14,930",-17.84,-8.94,-17.36,-3.91,-4.70,-0.10,1.00,1.00,1.02,1.04,,,,,
한국투자골드플랜연금증권전환형투자신탁 1(국공채)(C),한국투자신탁운용,채권형,2001/01/31,판매,가능,"15,112","20,659",4.23,3.26,"16,716","21,758",5.06,4.09,2.36,1.25,1.93,1.75,0.65,0.64,0.63,0.62,,,,,
신한BEST개인용MMF 1(종류C-pe),신한자산운용,단기금융,2017/10/10,판매,가능,"19,235","20,531",2.92,2.86,"15,165","16,089",3.56,3.48,3.08,2.17,1.96,,0.20,0.22,0.27,,,,,,
삼성미국S&P500인덱스증권자투자신탁H[주식]_C-Pe,삼성자산운용,주식형,2018/03/23,판매,가능,"15,707","20,445",14.51,13.54,"12,061","14,891",20.54,20.78,3.32,9.74,,,0.92,0.94,,,,,,,
신한 BEST개인용MMF 1(종류C-p),신한자산운용,단기금융,2013/11/04,판매,가능,"18,240","20,429",2.97,2.77,"16,549","18,367",3.45,3.38,2.98,2.04,1.83,1.65,0.31,0.35,0.42,0.46,,,,,
KB연금중국본토A주증권자투자신탁(주식)C-E 클래스,케이비자산운용,주식형,2014/10/14,판매,가능,"18,354","20,423",17.56,19.62,"21,154","20,064",4.28,6.15,-20.43,-4.44,-4.81,-1.96,1.36,1.52,1.47,1.44,,,,,
한국투자연금베트남증권자투자신탁(주식혼합)(S-P),한국투자신탁운용,혼합주식형,2014/12/18,판매,가능,"7,161","20,353",32.77,20.65,"7,750","19,652",58.57,34.66,1.77,11.58,4.44,10.42,1.46,1.29,1.16,1.06,,,,,
피델리티연금미국증권전환형자투자신탁(주식-재간접형)종류C,피델리티자산운용,재간접,2011/08/08,판매,가능,"5,885","20,267",4.20,3.08,"6,665","20,323",23.72,10.56,-3.26,7.45,8.11,9.28,2.61,2.43,2.18,1.91,,,,,
흥국멀티크레딧증권자투자신탁[채권]C-pe,흥국자산운용,채권형,2017/08/02,판매,가능,"17,402","20,177",4.17,3.77,"16,407","18,631",5.34,4.93,4.17,3.06,2.99,,0.25,0.24,0.23,,,,,,
다올중국1등주증권자투자신탁[주식]종류C-Pe,다올자산운용,주식형,2017/08/14,판매,가능,"14,453","20,173",51.38,63.07,"13,854","12,181",13.53,19.57,-19.70,-7.79,-6.01,,1.11,1.27,1.23,,,,,,
삼성한국형TDF2030증권투자신탁H[주식혼합-재간접형]C-Pe,삼성자산운용,재간접,2017/07/27,판매,가능,"15,895","20,128",12.30,10.96,"14,845","16,959",8.78,8.38,-1.22,2.61,2.74,,0.85,0.78,0.74,,,,,,
미래에셋배당과인컴증권자투자신탁(채권혼합)종류C-P,미래에셋자산운용,혼합채권형,2013/08/20,판매,가능,"15,299","20,103",12.49,13.59,"17,168","19,239",-3.63,-0.61,-5.38,-1.97,-2.25,0.58,1.45,1.47,1.46,1.43,,,,,
한국투자글로벌AI&반도체TOP10증권자투자신탁H(주식)(C-Pe),한국투자신탁운용,주식형,2023/05/24,판매,가능,"15,637","20,036",32.39,38.81,"5,597","6,639",29.47,37.54,,,,,,,,,,,,,
미래에셋배당커버드콜액티브연금저축증권전환형자투자신탁 1(주식혼합)종류C-e,미래에셋자산운용,혼합주식형,2013/11/07,판매,가능,"18,268","19,764",23.86,26.44,"16,856","14,928",-4.06,-4.31,-4.28,1.67,0.18,3.81,0.88,0.92,0.91,0.91,,,,,
미래에셋연금증권투자신탁 1(채권혼합),미래에셋자산운용,혼합채권형,2003/01/21,판매,가능,"17,762","19,679",9.98,10.38,"19,411","19,214",-0.13,0.02,-0.05,1.80,1.06,1.58,1.28,1.30,1.29,1.31,,,,,
